number_of_features,algorithm,Parameter_combo,Acc_val,Acc_rank,F1_val,F1_rank,AUC_val,AUC_rank,Acc_train,F1_train,AUC_train
25,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.25}",0.9121653832049872,21.0,0.4634016276047094,14.0,0.8815002370073355,215.0,0.8529505226894749,0.8390180770797893,0.8962637480955433
25,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 0.5}",0.9022717271727174,61.0,0.4422871191106103,54.0,0.8772629028153365,351.0,0.8564875861249703,0.8444100195881561,0.8995488500325642
25,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 1}",0.899797090820193,74.0,0.432865421631522,68.0,0.8755118937533674,408.0,0.8551214659063909,0.8436422244874946,0.8997371372306404
25,lr,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 2}",0.8911318909668745,107.0,0.4147710017351472,101.0,0.8731330783238012,464.0,0.8605517937752436,0.8503956117775251,0.9009620958739182
25,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.01}",0.907219777533309,43.0,0.4448420009201325,48.0,0.8818453125647562,201.0,0.8289884770729391,0.8130398896054807,0.8831979436572324
25,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.1}",0.8950977875565334,90.0,0.4200730753221763,90.0,0.8719241774032284,498.0,0.8575641482537419,0.847024098574211,0.8974350625707672
25,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.25}",0.8943552132991076,95.0,0.42081986176817404,89.0,0.8781382523364002,333.0,0.8594856260394392,0.8487528572088886,0.8977715400306938
25,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 0.5}",0.8997915902701381,75.0,0.43049506873114973,73.0,0.8795564433617222,287.0,0.8586540746020432,0.8472251251108783,0.9005086037459552
25,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 1}",0.8861881188118812,122.0,0.4115780088373037,105.0,0.8642148095911558,700.0,0.8695622475647424,0.8597434558203771,0.9106573434945148
25,lr,"{'solver': 'liblinear', 'penalty': 'l2', 'C': 2}",0.8866831683168318,120.0,0.4156842645538027,100.0,0.8606447489923952,778.0,0.8586570444286054,0.8481989813941906,0.9070610649965982
